SEXO; NUM_HIJOS; ANNO_ANTIGUEDAD; SBA_IMPORTE; NUM_CURSOS; EVP_NUM; DESEMPENNO
1;2;15;44000;0;3.75;1
0;2;11;-1;2;5.2;1
0;2;12;-1;2;7.7;1
0;2;13;23000;2;7.7;1
0;2;14;23000;0;5;1
0;2;15;23000;1;6.35;1
1;0;11;-1;2;5.2;1
1;0;12;40000;2;5.2;1
1;0;13;40000;2;5.2;1
1;0;14;40000;0;2.5;1
1;0;15;40000;0;1.25;1
0;0;10;23000;2;5.2;1
0;2;12;23000;2;7.7;1
0;2;13;23000;0;5;1
0;2;14;23000;0;5;1
1;2;13;40000;0;5;1
1;2;14;42000;0;5;1
0;0;10;40000;2;3.95;1
0;0;11;40000;2;3.95;1
0;0;12;40000;2;3.95;1
0;0;13;40000;0;0;1
0;0;14;40000;0;0;1
0;2;11;40000;2;7.7;1
0;2;12;40000;2;7.7;1
0;2;13;40000;0;5;1
0;2;14;40000;0;3.75;1
1;0;10;40000;2;3.95;1
1;0;11;46000;2;7.5;1
1;0;12;46000;2;5.2;1
1;0;13;46000;0;2.5;1
1;0;14;46000;0;1.25;1
1;0;27;23000;2;2.7;1
1;0;28;23000;2;5.2;1
0;1;10;-1;2;7.7;1
0;1;11;-1;2;7.7;1
0;1;12;40000;2;7.7;1
0;1;13;40000;0;5;1
0;1;14;40000;0;5;1
0;0;26;35000;2;5.2;1
0;0;27;35000;2;5.2;1
0;0;28;35000;2;5.2;1
0;0;29;35000;0;1.25;1
0;0;30;35000;0;1.25;1
1;0;26;0;2;5.2;1
1;0;27;0;2;2.7;1
1;0;28;40000;2;5.2;1
1;0;29;40000;0;2.5;1
1;0;30;40000;0;2.5;1
0;1;10;23000;2;5.2;1
0;1;11;23000;2;5.2;1
0;1;12;23000;2;5.2;1
0;1;13;23000;0;2.5;1
0;1;14;23000;0;2.5;1
1;0;26;0;2;2.7;1
1;0;27;0;2;2.7;1
1;0;28;40000;2;5.2;1
1;0;29;40000;0;2.5;1
1;0;30;40000;0;2.5;1
0;2;10;44000;2;6.45;1
0;2;11;44000;2;6.45;1
0;2;12;44000;2;5.2;1
0;2;13;44000;0;5;1
0;2;14;46000;2;7.7;1
0;0;26;23000;2;5.2;1
0;0;27;23000;2;5.2;1
0;0;28;23000;2;5.2;1
0;0;29;23000;0;1.25;1
0;0;30;23000;0;1.25;1
0;0;26;23000;2;5.2;1
0;0;27;23000;2;5.2;1
0;0;28;23000;2;5.2;1
0;0;29;23000;0;1.25;1
0;0;30;23000;0;1.25;1
1;0;26;0;2;2.7;1
1;0;27;46000;2;5.2;1
1;0;28;46000;2;5.2;1
1;0;30;46000;0;1.25;0
1;0;26;23000;2;5.2;1
1;0;27;23000;2;5.2;1
1;0;28;23000;2;5.2;1
1;0;29;23000;0;1.25;1
1;0;30;23000;0;1.25;1
1;0;10;42000;2;5.2;1
1;0;11;42000;2;3.95;1
1;0;12;44000;2;5.2;1
1;1;13;44000;0;5;1
1;1;14;44000;0;5;1
1;0;28;40000;2;5.2;1
1;0;29;40000;2;5.2;1
1;0;30;40000;2;5.2;1
1;0;31;40000;0;1.25;1
1;0;32;40000;0;1.25;1
1;0;27;0;2;5.2;1
1;0;28;0;2;2.7;1
1;0;29;40000;2;5.2;1
1;0;30;40000;0;2.5;1
1;0;31;40000;0;2.5;1
1;0;25;0;2;2.7;1
1;0;26;40000;2;5.2;1
1;0;27;40000;2;5.2;1
1;0;28;40000;0;2.5;1
1;0;29;40000;0;1.25;1
1;0;9;23000;2;2.7;1
1;0;10;23000;2;2.7;1
1;0;11;23000;2;2.7;1
1;0;12;23000;0;2.5;1
1;0;13;42000;2;7.5;1
1;0;26;40000;2;2.7;1
1;0;27;46000;2;7.5;1
1;0;28;46000;0;2.5;1
1;0;29;46000;0;2.5;1
1;2;9;40000;2;7.7;1
1;2;10;40000;2;7.7;1
1;2;11;42000;2;7.7;1
1;2;12;42000;0;5;1
1;2;13;44000;1;6.35;1
0;0;25;0;2;2.7;1
0;0;26;0;2;2.7;1
0;0;27;40000;2;5.2;1
0;0;28;40000;0;2.5;1
0;0;29;40000;1;3.85;1
0;0;24;0;2;2.7;1
0;0;25;23000;2;5.2;1
0;0;26;23000;2;5.2;1
0;0;27;23000;0;2.5;1
0;0;28;23000;0;1.25;1
1;0;25;35000;2;5.2;1
1;0;26;35000;2;5.2;1
1;0;27;35000;0;1.25;1
1;0;28;35000;0;1.25;1
1;0;24;35000;2;5.2;1
1;0;25;35000;2;2.7;1
1;0;26;48000;2;7.5;1
1;0;27;48000;0;2.5;1
1;0;28;48000;0;2.5;1
1;0;24;0;2;2.7;1
1;0;25;0;2;2.7;1
1;0;26;40000;2;5.2;1
1;0;27;40000;0;2.5;1
1;0;28;40000;0;2.5;1
0;0;9;-1;2;2.7;1
0;0;10;-1;2;5.2;1
0;0;11;23000;2;5.2;1
0;0;12;23000;0;2.5;1
0;1;13;23000;0;5;1
0;1;9;-1;2;7.7;1
0;1;10;23000;2;7.7;1
0;2;11;23000;2;7.7;1
0;2;12;23000;0;5;1
0;2;13;23000;0;3.75;1
0;0;24;0;2;2.7;1
0;0;25;40000;2;5.2;1
0;0;26;40000;2;5.2;1
0;0;27;40000;0;2.5;1
0;0;28;40000;0;1.25;1
1;2;9;-1;2;5.2;1
1;2;10;-1;2;7.7;1
1;2;11;23000;2;7.7;1
1;2;12;23000;0;5;1
1;2;13;23000;0;5;1
1;0;23;0;2;2.7;1
1;0;24;23000;2;5.2;1
1;0;25;23000;2;5.2;1
1;0;26;23000;0;2.5;1
1;0;27;23000;0;1.25;1
0;0;22;-1;2;5.2;1
0;0;23;23000;2;5.2;1
0;0;24;23000;2;5.2;1
0;0;25;23000;0;2.5;1
0;0;26;23000;0;2.5;1
0;0;22;23000;2;5.2;1
0;0;23;23000;2;5.2;1
0;0;24;23000;0;1.25;1
0;0;25;23000;0;1.25;1
1;1;9;23000;2;6.45;1
1;2;10;23000;2;7.7;1
1;2;11;23000;2;7.7;1
1;2;12;23000;0;5;1
1;2;13;23000;0;3.75;1
1;2;9;42000;2;2.7;1
1;2;10;42000;2;2.7;1
1;2;11;42000;2;5.2;1
